Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
2909,251.807762,-1.894709,251.807718,-1.894666,151,1076,151.797,1076.769,1,755.246,1,31.0976,D.N.,-7.1952,0.0447,2,B,6.025139,5.465883,5.995954,5.392787,6.19685,0,1.566623,1.467761,5,5,5,0,8,15,79.04,0,509,4.2,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2910,251.751699,-1.894599,251.75165,-1.894593,1162,1078,1162.897,1078.098,1,390.312,1,24.7778,D.N.,-6.4785,0.0689,2,B,5.015747,4.819353,4.996122,4.984182,5.216805,0,1.502734,1.509584,5,5,5,0,8,15,79.04,0,514,4.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2911,251.805544,-1.894654,251.805404,-1.894528,191,1077,193.526,1079.271,1,850.022,1,39.9612,D.N.,-7.3236,0.051,2,B,7.436743,6.622768,8.855835,5.347859,10.286009,0,5.237463,2.751304,5,5,5,0,8,15,79.04,0,500,4.35,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2912,251.805211,-1.894598,251.805406,-1.894528,197,1078,193.491,1079.265,1,827.934,1,39.0226,D.N.,-7.295,0.0512,2,B,7.616563,6.910715,8.873708,5.34361,10.173895,0,4.981463,2.654244,5,5,5,0,8,15,79.04,0,501,6.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2913,251.765008,-1.894765,251.764947,-1.894732,922,1075,923.108,1075.588,1,85.9815,1,17.7305,D.N.,-4.836,0.2239,2,B,5.231719,5.044529,5.22481,5.393914,5.419334,0,1.440341,1.525284,5,5,5,0,8,15,79.04,0,513,3.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2914,251.79401,-1.894654,251.794038,-1.894615,399,1077,398.498,1077.696,1,205.682,1,20.3642,D.N.,-5.783,0.1075,2,B,5.335338,5.323732,5.4298,5.414901,5.608676,0,1.406549,1.459174,5,5,5,0,8,15,79.04,0,513,4.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2915,251.74194,-1.894488,251.741879,-1.894473,1338,1080,1339.095,1080.261,1,328.26,1,22.413,D.N.,-6.2905,0.0741,2,B,5.029955,5.645092,5.004892,5.16828,5.188191,0,1.368217,1.3319,5,5,5,0,8,15,79.04,0,514,4.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2916,251.752531,-1.894432,251.752501,-1.894443,1147,1081,1147.54,1080.801,1,167.667,1,19.7849,D.N.,-5.5611,0.1281,2,B,5.048439,5.055505,5.115113,5.022219,5.368239,0,1.630596,1.508354,5,5,5,0,8,15,79.04,0,508,4.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2917,251.804324,-1.894487,251.804309,-1.89447,213,1080,213.27,1080.305,1,94.1654,1,22.4924,D.N.,-4.9347,0.2593,2,B,5.896194,5.684174,6.481162,5.344203,7.069965,0,2.827497,2.045218,5,5,5,0,8,15,79.04,0,506,0.87,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2918,251.788742,-1.894377,251.788704,-1.894362,494,1082,494.676,1082.269,1,948.858,1,35.3764,D.N.,-7.443,0.0405,2,B,6.087408,5.901033,6.277731,5.815107,6.555621,0,1.890324,1.753424,5,5,5,0,8,15,79.04,0,506,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2919,251.799721,-1.894432,251.799741,-1.894393,296,1081,295.642,1081.706,1,158.711,1,28.1617,D.N.,-5.5015,0.1926,2,B,6.457906,5.664536,7.080889,5.264028,7.767547,0,3.196246,2.538624,5,5,5,0,8,15,79.04,0,506,23.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2920,251.791792,-1.894432,251.791813,-1.89439,439,1081,438.616,1081.766,1,240.16,1,21.2564,D.N.,-5.9513,0.0961,2,B,5.334504,5.125602,5.48113,5.531178,5.66409,0,1.429378,1.468125,5,5,5,0,8,15,79.04,0,512,3.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2921,251.781977,-1.894377,251.781949,-1.894406,616,1082,616.504,1081.482,1,109.276,1,18.7279,D.N.,-5.0963,0.1861,2,B,5.293266,4.519157,5.269765,5.466676,5.49006,0,1.541103,1.567413,5,5,5,0,8,15,79.04,0,510,4.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2922,251.801718,-1.894044,251.801692,-1.894017,260,1088,260.463,1088.483,1,6072.02,1,79.6713,D.N.,-9.4583,0.0142,2,B,6.500591,5.491276,6.690516,5.295453,6.934312,0,1.82433,1.674913,5,5,5,0,8,15,79.04,0,512,4.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2923,251.798834,-1.894321,251.798844,-1.894294,312,1083,311.83,1083.484,1,611.504,1,29.8385,D.N.,-6.966,0.053,2,B,5.836383,5.095496,5.967844,5.190604,6.271449,0,1.929576,1.683056,5,5,5,0,8,15,79.04,0,506,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2924,251.740831,-1.894322,251.740825,-1.894268,1358,1083,1358.105,1083.962,1,573.322,1,27.2989,D.N.,-6.896,0.0517,2,B,5.04958,5.046135,5.041323,5.134588,5.215803,0,1.339085,1.323558,5,5,5,0,8,15,79.04,0,514,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2925,251.811477,-1.894265,251.811483,-1.894232,84,1084,83.891,1084.598,1,719.007,1,29.3545,D.N.,-7.1418,0.0443,2,B,5.482285,5.275675,5.581911,5.336996,5.752329,0,1.391165,1.205109,5,5,5,0,8,15,79.04,0,511,4.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2926,251.799222,-1.894321,251.798849,-1.894295,305,1083,311.729,1083.48,1,611.459,1,29.8377,D.N.,-6.9659,0.053,2,B,5.836383,5.095496,5.967844,5.211208,6.271449,0,1.929576,1.683056,5,5,5,0,8,15,79.04,0,506,7.05,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2927,251.781478,-1.894322,251.78146,-1.894319,625,1083,625.313,1083.043,1,146.176,1,18.9808,D.N.,-5.4122,0.141,2,B,5.311685,4.705209,5.396679,5.357576,5.614539,0,1.550349,1.477066,5,5,5,0,8,15,79.04,0,514,4.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2928,251.748816,-1.894266,251.748755,-1.894225,1214,1084,1215.095,1084.737,1,68.9606,1,16.1079,D.N.,-4.5965,0.2536,2,B,4.804093,4.825143,4.745899,4.878904,4.932374,0,1.344723,1.393308,5,5,5,0,8,15,79.04,0,514,13.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2929,251.723973,-1.89421,251.723915,-1.894217,1662,1085,1663.048,1084.881,1,230.292,1,20.1354,D.N.,-5.9057,0.0949,2,B,4.879102,3.863315,4.816446,5.058708,5.011636,0,1.386394,1.335701,5,5,5,0,8,15,79.04,0,513,4.82,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2930,251.805932,-1.894155,251.80592,-1.894139,184,1086,184.219,1086.287,1,1315.62,1,46.247,D.N.,-7.7978,0.0382,2,B,7.229836,6.665547,8.352556,5.29585,9.23191,0,3.93622,2.889542,5,5,5,0,8,15,79.04,0,502,3.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2931,251.805433,-1.894321,251.805406,-1.894528,193,1083,193.495,1079.264,1,827.934,1,39.0226,D.N.,-7.295,0.0512,2,B,7.616563,6.910715,8.873708,5.309366,10.173895,0,4.981463,2.654244,5,5,5,0,8,15,79.04,0,501,4.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2932,251.785415,-1.894211,251.784999,-1.894117,554,1085,561.505,1086.691,1,462.235,1,26.4954,D.N.,-6.6622,0.0622,2,B,5.679143,4.918026,5.648377,5.905494,5.883804,0,1.649342,1.561625,5,5,5,0,8,15,79.04,0,509,4.2,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2933,251.806376,-1.894155,251.805924,-1.894139,176,1086,184.149,1086.286,1,1315.62,1,46.247,D.N.,-7.7978,0.0382,2,B,7.229836,6.665547,8.352556,5.300123,9.23191,0,3.93622,2.889542,5,5,5,0,8,15,79.04,0,502,8.1,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2934,251.784971,-1.894155,251.784998,-1.894117,562,1086,561.505,1086.69,1,462.235,1,26.4954,D.N.,-6.6622,0.0622,2,B,5.679143,4.918026,5.648377,5.899739,5.883804,0,1.649342,1.561625,5,5,5,0,8,15,79.04,0,509,4.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2935,251.773492,-1.8941,251.773488,-1.894076,769,1087,769.077,1087.429,1,392.402,1,27.1454,D.N.,-6.4843,0.0751,2,B,5.708872,5.673984,6.209152,5.295986,6.883085,0,2.973378,1.868489,5,5,5,0,8,15,79.04,0,500,4.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2936,251.706173,-1.89421,251.706157,-1.894147,1983,1085,1983.288,1086.142,1,241.781,1,20.1474,D.N.,-5.9586,0.0905,2,B,4.880128,4.281529,4.862826,4.13585,5.041132,0,1.330175,1.293534,5,5,5,0,8,15,79.04,0,515,4.18,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2937,251.77876,-1.894155,251.778743,-1.894155,674,1086,674.316,1086.012,1,147.958,1,17.8888,D.N.,-5.4253,0.1313,2,B,5.281266,5.506184,5.222609,5.142032,5.391322,0,1.339482,1.323603,5,5,5,0,8,15,79.04,0,512,4.98,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2938,251.764065,-1.893989,251.764016,-1.893975,939,1089,939.886,1089.261,1,1000.68,1,34.8288,D.N.,-7.5007,0.0378,2,B,5.431246,5.823151,5.492479,5.11542,5.731886,0,1.640894,1.468235,5,5,5,0,8,15,79.04,0,504,4.61,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2939,251.804879,-1.893822,251.804881,-1.893787,203,1092,202.948,1092.644,1,1510.66,1,43.7283,D.N.,-7.9479,0.0314,2,B,6.482614,5.302383,6.930219,5.270559,7.349172,0,2.448356,2.016051,5,5,5,0,8,15,79.04,0,497,4.23,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2940,251.799444,-1.893933,251.799394,-1.893931,301,1090,301.897,1090.033,1,258.861,1,25.4614,D.N.,-6.0327,0.1068,2,B,6.097026,5.07162,6.628907,5.141133,7.153297,0,2.69104,1.987063,5,5,5,0,8,15,79.04,0,501,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2941,251.797503,-1.893822,251.797453,-1.893795,336,1092,336.911,1092.494,1,1789.99,1,44.7261,D.N.,-8.1321,0.0271,2,B,5.660828,5.834764,5.588529,5.136546,5.778279,0,1.470059,1.463825,5,5,5,0,8,15,79.04,0,512,4.35,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2942,251.758298,-1.893878,251.758246,-1.893875,1043,1091,1043.948,1091.059,1,250.494,1,19.9205,D.N.,-5.997,0.0863,2,B,5.037197,4.860231,4.993467,4.941477,5.156754,0,1.288656,1.2209,5,5,5,0,8,15,79.04,0,513,3.61,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2943,251.765784,-1.893878,251.76578,-1.893843,908,1091,908.071,1091.634,1,270.281,1,23.287,D.N.,-6.0795,0.0935,2,B,5.465386,4.652487,5.946484,5.476023,6.597217,0,2.859865,1.66167,5,5,5,0,8,15,79.04,0,504,1.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2944,251.807429,-1.893878,251.807412,-1.893836,157,1091,157.311,1091.755,1,320.504,1,23.7126,D.N.,-6.2646,0.0803,2,B,5.84903,4.872901,5.872256,5.284215,6.123805,0,1.738841,1.567256,5,5,5,0,8,15,79.04,0,506,4.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2945,251.801496,-1.893601,251.801687,-1.894018,264,1096,260.546,1088.478,1,6074.77,1,79.6821,D.N.,-9.4588,0.0142,2,B,6.488237,5.890804,6.678828,5.195287,6.9141,0,1.790054,1.67179,5,5,5,0,8,15,79.04,0,512,NaN,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2946,251.79523,-1.893767,251.795236,-1.89373,377,1093,376.879,1093.677,1,116.964,1,38.0683,D.N.,-5.1701,0.3534,2,B,6.922544,5.900056,8.939593,5.271156,11.048627,0,6.499217,3.676739,5,5,5,0,8,15,79.04,0,503,42.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2947,251.802882,-1.893656,251.802844,-1.893643,239,1095,239.682,1095.235,1,163.182,1,19.3611,D.N.,-5.5317,0.1288,2,B,5.816131,5.258322,5.775964,5.23386,5.957595,0,1.461288,1.467556,5,5,5,0,8,15,79.04,0,510,1.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2948,251.763345,-1.893601,251.763301,-1.893592,952,1096,952.788,1096.158,1,373.769,1,24.4416,D.N.,-6.4315,0.071,2,B,5.426501,4.848279,5.789072,4.925959,6.269443,0,2.409164,1.506661,5,5,5,0,8,15,79.04,0,504,4.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2949,251.805433,-1.893656,251.804884,-1.893787,193,1095,202.903,1092.643,1,1510.66,1,43.7283,D.N.,-7.9479,0.0314,2,B,6.482614,5.302383,6.930219,5.273262,7.349172,0,2.448356,2.016051,5,5,5,0,8,15,79.04,0,497,4.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2950,251.734842,-1.893546,251.734813,-1.893492,1466,1097,1466.514,1097.964,1,294.569,1,22.0913,D.N.,-6.173,0.0814,2,B,4.856594,4.256268,4.861385,4.407994,5.046045,0,1.353911,1.404059,5,5,5,0,8,15,79.04,0,514,4.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2951,251.796006,-1.893601,251.795832,-1.893252,363,1096,366.147,1102.295,1,1001.03,1,36.1753,D.N.,-7.5011,0.0392,2,B,6.055996,4.900855,6.219052,5.238838,6.459766,0,1.748711,1.768515,5,5,5,0,8,15,79.04,0,508,3.88,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2952,251.79584,-1.893268,251.795827,-1.893253,366,1102,366.238,1102.269,1,1001.07,1,36.176,D.N.,-7.5012,0.0392,2,B,6.055996,4.900855,6.219052,5.270662,6.459766,0,1.748711,1.768515,5,5,5,0,8,15,79.04,0,508,4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2953,251.785803,-1.893656,251.785788,-1.893619,547,1095,547.268,1095.678,1,124.214,1,20.8541,D.N.,-5.2354,0.1823,2,B,5.878523,5.139351,6.009149,5.862045,6.299769,0,1.893231,1.776224,5,5,5,0,8,15,79.04,0,505,2.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2954,251.766505,-1.893435,251.766473,-1.893376,895,1099,895.576,1100.061,1,1262.42,1,38.3812,D.N.,-7.753,0.033,2,B,5.648356,6.042793,5.647511,5.502812,5.901853,0,1.715601,1.463319,5,5,5,0,8,15,79.04,0,507,4.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2955,251.788908,-1.893158,251.788845,-1.892672,491,1104,492.14,1112.767,1,99146.9,1,351.101,D.N.,-12.4907,0.0038,2,B,21.157786,14.887791,29.376092,5.695989,38.982413,0,25.65131,15.636929,5,5,5,0,8,15,79.04,0,500,4.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2956,251.811921,-1.893379,251.811894,-1.893363,76,1100,76.486,1100.279,1,348.739,1,23.7723,D.N.,-6.3563,0.074,2,B,5.874472,5.465886,6.025158,5.287351,6.271944,0,1.743777,1.482658,5,5,5,0,8,15,79.04,0,506,3.91,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2957,251.805988,-1.893379,251.805981,-1.893356,183,1100,183.121,1100.415,1,195.319,1,26.6407,D.N.,-5.7269,0.1481,2,B,6.802805,6.869079,7.358388,5.272825,8.145268,0,3.496266,2.284237,5,5,5,0,8,15,79.04,0,502,12.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2958,251.793954,-1.893047,251.794567,-1.892909,400,1106,388.955,1108.477,1,17606,1,136.728,D.N.,-10.6142,0.0084,2,B,8.845989,8.825203,9.623542,5.363406,10.208943,0,3.410678,3.328513,5,5,5,0,8,15,79.04,0,511,11.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2959,251.743714,-1.893324,251.743686,-1.893305,1306,1101,1306.502,1101.341,1,109.004,1,16.7363,D.N.,-5.0936,0.1667,2,B,5.038808,4.827193,5.054282,5.099176,5.278763,0,1.524516,1.318931,5,5,5,0,8,15,79.04,0,508,2.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2960,251.743215,-1.893324,251.743185,-1.893283,1315,1101,1315.552,1101.746,1,214.325,1,20.193,D.N.,-5.8277,0.1023,2,B,5.057943,4.444795,5.077955,5.133739,5.284108,0,1.462992,1.403702,5,5,5,0,8,15,79.04,0,513,1.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2961,251.780701,-1.893324,251.780674,-1.893308,639,1101,639.488,1101.286,1,157.695,1,18.554,D.N.,-5.4945,0.1277,2,B,5.109766,5.296411,5.151001,5.137128,5.333807,0,1.385801,1.37827,5,5,5,0,8,15,79.04,0,512,4.49,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2962,251.766838,-1.893324,251.766466,-1.893376,889,1101,895.704,1100.068,1,1258.94,1,38.3358,D.N.,-7.75,0.0331,2,B,5.648356,6.042793,5.647511,5.454981,5.901853,0,1.715601,1.463319,5,5,5,0,8,15,79.04,0,507,6.93,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2963,251.813418,-1.893268,251.813523,-1.893258,49,1102,47.105,1102.168,1,74.1207,1,15.5531,D.N.,-4.6748,0.2278,2,B,5.330839,4.919245,5.381331,5.319218,5.548851,0,1.354475,1.30707,5,5,5,0,8,15,79.04,0,512,1.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2964,251.79462,-1.892936,251.794569,-1.892908,388,1108,388.907,1108.495,1,17609.2,1,136.739,D.N.,-10.6144,0.0084,2,B,8.845989,8.825203,9.623542,5.344744,10.208943,0,3.410678,3.328513,5,5,5,0,8,15,79.04,0,511,4.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2965,251.732735,-1.893268,251.732754,-1.893241,1504,1102,1503.657,1102.499,1,149.251,1,18.6554,D.N.,-5.4348,0.1357,2,B,4.672802,4.463557,4.709991,4.597096,4.927872,0,1.450524,1.422682,5,5,5,0,8,15,79.04,0,512,3.48,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2966,251.774657,-1.893269,251.774629,-1.893137,748,1102,748.496,1104.372,1,65.7563,1,20.9683,D.N.,-4.5448,0.3462,2,B,5.386074,5.461456,6.108654,5.192358,7.127232,0,3.675432,1.946702,5,5,5,0,8,15,79.04,0,500,3.58,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2967,251.703733,-1.892935,251.703724,-1.892926,2027,1108,2027.166,1108.16,1,2149.67,1,48.3575,D.N.,-8.3309,0.0244,2,B,5.318954,4.700699,5.301855,4.558006,5.484098,0,1.403389,1.386973,5,5,5,0,8,15,79.04,0,514,3.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2968,251.810368,-1.892991,251.810327,-1.892978,104,1107,104.74,1107.231,1,898.658,1,34.6185,D.N.,-7.384,0.0418,2,B,5.878294,5.286705,6.224143,5.265846,6.67378,0,2.410574,1.745135,5,5,5,0,8,15,79.04,0,506,3.98,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2969,251.799611,-1.893102,251.799469,-1.892721,298,1105,300.559,1111.874,1,1335.14,1,40.1184,D.N.,-7.8138,0.0326,2,B,5.848947,6.621444,5.947269,5.138582,6.220493,0,1.825141,1.668489,5,5,5,0,8,15,79.04,0,503,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2970,251.7995,-1.892714,251.799461,-1.89272,300,1112,300.688,1111.884,1,1335.25,1,40.1198,D.N.,-7.8139,0.0326,2,B,5.848947,6.621444,5.947269,5.139465,6.220493,0,1.825141,1.668489,5,5,5,0,8,15,79.04,0,503,4.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2971,251.792513,-1.893102,251.792473,-1.893094,426,1105,426.711,1105.153,1,192.791,1,19.1113,D.N.,-5.7127,0.1076,2,B,5.493958,4.92073,5.441955,5.416148,5.619702,0,1.403569,1.325645,5,5,5,0,8,15,79.04,0,514,4.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2972,251.786468,-1.893102,251.786942,-1.892744,535,1105,526.454,1111.462,1,3646.25,1,62.8678,D.N.,-8.9046,0.0187,2,B,7.074966,5.117226,7.096894,5.801115,7.325881,0,1.819106,1.76414,5,5,5,0,8,15,79.04,0,508,4.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2973,251.749925,-1.893047,251.749865,-1.893023,1194,1106,1195.087,1106.433,1,156.218,1,17.3472,D.N.,-5.4843,0.1206,2,B,4.840473,4.828739,4.874797,4.802432,5.035895,0,1.264798,1.213886,5,5,5,0,8,15,79.04,0,512,12.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2974,251.788853,-1.892714,251.788847,-1.892671,492,1112,492.104,1112.77,1,99152.7,1,351.11,D.N.,-12.4908,0.0038,2,B,21.157786,14.887791,29.376092,5.654583,38.982413,0,25.65131,15.636929,5,5,5,0,8,15,79.04,0,500,4.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2975,251.716709,-1.892991,251.716693,-1.893018,1793,1107,1793.289,1106.507,1,27.5839,1,14.0708,D.N.,-3.6016,0.5538,2,B,4.888677,5.086438,4.830159,4.832365,5.000388,0,1.294881,1.317504,5,5,5,0,8,15,79.04,0,513,1.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2976,251.755581,-1.892992,251.755533,-1.892939,1092,1107,1092.877,1107.955,1,70.4372,1,15.5976,D.N.,-4.6195,0.2404,2,B,4.823848,5.223167,4.759214,5.108263,4.963838,0,1.411894,1.327167,5,5,5,0,8,15,79.04,0,514,13.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2977,251.786967,-1.89277,251.786947,-1.892744,526,1111,526.362,1111.46,1,3646.25,1,62.8678,D.N.,-8.9046,0.0187,2,B,7.074966,5.117226,7.096894,5.763178,7.325881,0,1.819106,1.76414,5,5,5,0,8,15,79.04,0,508,4.05,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2978,251.771552,-1.892825,251.771568,-1.892931,804,1110,803.701,1108.087,1,60.3907,1,15.6614,D.N.,-4.4524,0.2816,2,B,5.082938,4.890502,5.119986,5.205378,5.299074,0,1.367321,1.372615,5,5,5,0,8,15,79.04,0,514,0.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2979,251.811588,-1.892769,251.811619,-1.892753,82,1111,81.453,1111.295,1,102.244,1,30.6527,D.N.,-5.0241,0.3255,2,B,6.633301,5.501925,7.706321,5.278651,8.759761,0,4.169012,2.914335,5,5,5,0,8,15,79.04,0,502,3.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2980,251.802938,-1.892714,251.802894,-1.892701,238,1112,238.778,1112.233,1,412.252,1,24.8263,D.N.,-6.5379,0.0654,2,B,5.443634,6.441711,5.390838,5.079857,5.57652,0,1.428427,1.442428,5,5,5,0,8,15,79.04,0,515,4.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2981,251.77011,-1.89277,251.770049,-1.892765,830,1111,831.104,1111.086,1,91.0713,1,17.1865,D.N.,-4.8985,0.2049,2,B,5.071067,5.258586,5.032915,5.197309,5.225569,0,1.407189,1.443165,5,5,5,0,8,15,79.04,0,515,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2982,251.712883,-1.892714,251.71289,-1.892716,1862,1112,1861.865,1111.957,1,142.144,1,17.6435,D.N.,-5.3818,0.1348,2,B,4.883599,4.072613,4.81349,4.787382,4.993784,0,1.331027,1.313147,5,5,5,0,8,15,79.04,0,515,1.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2983,251.775877,-1.892603,251.775881,-1.892557,726,1114,725.933,1114.842,1,276.581,1,22.6401,D.N.,-6.1046,0.0889,2,B,5.116649,4.898713,5.082647,5.135464,5.288556,0,1.462771,1.550468,5,5,5,0,8,15,79.04,0,513,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2984,251.812309,-1.892548,251.81228,-1.89252,753,1115,753.665,1115.499,1,1232.78,1,37.7001,D.N.,-7.7272,0.0332,2,B,5.475723,5.29378,5.507018,5.173347,5.689534,0,1.430924,1.385752,5,5,5,0,8,15,79.04,0,513,4.59,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2985,251.812309,-1.892548,251.81228,-1.892533,69,1115,69.526,1115.264,1,178.945,1,20.6125,D.N.,-5.6318,0.1251,2,B,5.881871,5.293696,5.924584,5.29008,6.173368,0,1.736592,1.580338,5,5,5,0,8,15,79.04,0,505,2.36,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2986,251.811034,-1.892492,251.81099,-1.89251,92,1116,92.783,1115.683,1,1010.44,1,36.2999,D.N.,-7.5113,0.039,2,B,6.041176,5.682346,6.430133,5.264612,6.925255,0,2.574036,1.766383,5,5,5,0,8,15,79.04,0,505,4.19,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
2987,251.811089,-1.892159,251.81099,-1.892509,91,1122,92.789,1115.691,1,1010.64,1,36.3026,D.N.,-7.5115,0.039,2,B,6.041176,5.682346,6.430133,5.259659,6.925255,0,2.574036,1.766383,5,5,5,0,8,15,79.04,0,505,9.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
